yearID,name,teamID,W,L,salary,cost_per_win
2015,Washington Nationals,WAS,83,79,155587472,1874547.8554216868
2016,Arizona Diamondbacks,ARI,69,93,87439063,1267232.7971014492
2016,Atlanta Braves,ATL,68,93,68498291,1007327.8088235294
2016,Baltimore Orioles,BAL,89,73,161863456,1818690.5168539325
2016,Boston Red Sox,BOS,93,69,188545761,2027373.7741935484
2016,Chicago White Sox,CHA,78,84,112998667,1448700.858974359
2016,Chicago Cubs,CHN,103,58,154067668,1495802.6019417476
2016,Cincinnati Reds,CIN,68,94,88940059,1307942.044117647
2016,Cleveland Indians,CLE,94,67,74311900,790552.1276595745
2016,Colorado Rockies,COL,75,87,112645071,1501934.28
2016,Detroit Tigers,DET,86,75,194876481,2266005.593023256
2016,Houston Astros,HOU,84,78,94893700,1129686.9047619049
2016,Kansas City Royals,KCA,81,81,131487125,1623297.8395061728
2016,Los Angeles Angels of Anaheim,LAA,74,88,137251333,1854747.7432432433
2016,Los Angeles Dodgers,LAN,91,71,221288380,2431740.4395604394
2016,Miami Marlins,MIA,79,82,77314202,978660.7848101265
2016,Milwaukee Brewers,MIL,73,89,68775237,942126.5342465753
2016,Minnesota Twins,MIN,59,103,102583200,1738698.3050847459
2016,New York Yankees,NYA,84,78,222997792,2654735.619047619
2016,New York Mets,NYN,87,75,133889129,1538955.5057471264
2016,Oakland Athletics,OAK,69,93,86806234,1258061.3623188406
2016,Philadelphia Phillies,PHI,71,91,58980000,830704.2253521127
2016,Pittsburgh Pirates,PIT,78,83,103778833,1330497.858974359
2016,San Diego Padres,SDN,68,94,101424814,1491541.3823529412
2016,Seattle Mariners,SEA,86,76,135683339,1577713.2441860465
2016,San Francisco Giants,SFN,87,75,172253778,1979928.4827586208
2016,St. Louis Cardinals,SLN,86,76,143053500,1663412.7906976745
2016,Tampa Bay Rays,TBA,68,94,57097310,839666.3235294118
2016,Texas Rangers,TEX,95,67,176038723,1853039.1894736842
2016,Toronto Blue Jays,TOR,89,73,138701700,1558446.0674157303
2016,Washington Nationals,WAS,95,67,141652646,1491080.4842105263
